Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;double bond equivalents
BRAZILANE;0;270.28;2.5;69.92;0.0;0;20.0;4.0;3.0;C16H14O4;0;0;10.0
IMAFEN HYDROCHLORIDE;0;223.71;1.0;27.63;1.0;0;14.0;3.0;1.0;C11H14ClN3;1;0;6.0
KETOPROFEN LYSINE;1;400.48;3.11;54.37;4.0;0;19.0;3.0;1.0;C22H28N2O5;0;1;10.0
BUTIROSIN SULFATE;0;787.77;-7.79;311.71;10.0;0;38.0;17.0;16.0;C21H49N5O22S2;1;0;0.0
CINMETACIN;0;349.39;3.94;68.53;5.0;0;26.0;5.0;1.0;C21H19NO4;0;1;13.0
PACIFICIN G;0;380.53;4.66;75.99;5.0;0;27.0;5.0;2.0;C22H36O5;0;0;5.0
AGANEPAG ISOPROPYL;2;471.66;6.45;66.84;12.0;0;33.0;5.0;1.0;C27H37NO4S;0;0;10.0
TAMARIXININ A;0;1721.19;-0.167173136740601;807.0;14.0;0;123.0;48.0;26.0;C75H52O48;0;0;50.0
FUROFENAC;0;206.24;2.03;46.53;3.0;0;15.0;3.0;1.0;C12H14O3;0;1;6.0
ZINC ACETATE;4;219.51;-2.5376724979944907;80.3;0.0;0;9.0;4.0;0.0;C4H10O6Zn;0;0;0.0
LEMIDOSUL;0;257.35;1.55;80.39;2.0;0;17.0;4.0;3.0;C12H19NO3S;1;1;4.0
SENEGIN IV;0;1705.8;1.3664553378821669;604.0;24.0;0;120.0;39.0;20.0;C80H120O39;0;0;21.0
PALDIMYCIN B;0;1099.17;-0.497899406757015;503.0;27.0;0;73.0;27.0;11.0;C43H62N4O23S3;0;0;15.0
POTASSIUM BITARTRATE;4;188.18;-4.349796249348149;118.0;3.0;0;11.0;6.0;3.0;C4H5KO6;0;0;2.5
SEVITROPIUM;0;380.53;4.16;21.76;2.0;0;27.0;3.0;0.0;C23H26NO2S+;1;0;12.0
ETRABAMINE;0;168.26;1.22;24.92;1.0;0;11.0;2.0;1.0;C8H12N2S;1;0;4.0
SUBEROSENOL B;0;220.36;3.39;20.23;0.0;0;16.0;1.0;1.0;C15H24O;0;0;4.0
(R,S)-IFENPRODIL;0;325.45;3.77;43.7;5.0;0;24.0;3.0;2.0;C21H27NO2;1;0;9.0
SODWANONE T;0;472.71;6.85;55.76;3.0;0;34.0;4.0;1.0;C30H48O4;0;0;7.0
(R)-PROCYCLIDINE;0;287.45;3.94;23.47;5.0;0;21.0;2.0;1.0;C19H29NO;1;0;6.0
ODAPIPAM;0;329.83;3.6;32.7;1.0;0;23.0;3.0;1.0;C19H20ClNO2;1;0;10.0
EPROVAFEN;0;302.44;4.72;37.3;9.0;0;21.0;2.0;1.0;C18H22O2S;0;1;8.0
APLYSINAMISINE III;0;775.08;3.69;138.71;10.0;0;37.0;10.0;4.0;C23H25Br4N3O7;0;0;11.0
ANIPAMIL;0;520.8;8.73;45.49;21.0;0;38.0;4.0;0.0;C34H52N2O2;1;0;10.0
ETHACRYNIC ACID BUTANAMINE;0;387.31;3.77;81.42;11.0;0;25.0;5.0;3.0;C18H24Cl2N2O3;1;0;7.0
NBI-921352;1;460.6;4.1;65.54;7.0;0;31.0;6.0;1.0;C22H25FN4O2S2;1;1;12.0
BRUNSVICAMIDE A;0;845.06;3.4;230.93;12.0;0;61.0;16.0;8.0;C45H64N8O8;0;1;18.0
CESPIHYPOTIN Q;0;362.51;4.5;47.92;2.0;0;26.0;4.0;1.0;C22H34O4;0;0;6.0
ECHIGUANINE A;0;263.26;-0.7;166.79;4.0;0;19.0;9.0;8.0;C10H13N7O2;1;0;8.0
PEN-866;1;879.97;6.97;207.03;9.0;0;65.0;16.0;4.0;C49H49N7O9;0;0;29.0
LORCINADOL;0;314.82;2.97;32.26;4.0;0;22.0;4.0;0.0;C17H19ClN4;0;0;10.0
CALOXETIC ACID;0;565.59;-0.67;205.45;20.0;0;37.0;14.0;5.0;C23H31CaN3O11;1;1;10.0
PIRINIDAZOLE;0;250.28;2.02;73.85;4.0;0;17.0;6.0;0.0;C10H10N4O2S;0;0;8.0
DELPARANTAG PENTAHYDROCHLORIDE;0;1308.63;1.5866948417133484;414.0;35.0;0;86.0;17.0;18.0;C56H84Cl5N13O12;0;0;19.0
ETOFORMIN HYDROCHLORIDE;0;221.74;0.24;86.29;4.0;0;13.0;5.0;5.0;C8H20ClN5;1;0;1.0
TEMATROPIUM METHYLSULFATE;0;346.45;2.65;52.6;5.0;0;25.0;5.0;0.0;C20H28NO4+;1;0;8.0
MIMBANE;0;294.44;4.29;8.17;0.0;0;22.0;2.0;0.0;C20H26N2;0;0;9.0
Chlotrifmeuron-S-methomyl;0;534.97;6.04;91.31;5.0;0;34.0;8.0;1.0;C20H18ClF3N4O4S2;0;0;12.0
METHYLINOSCAVIN D;0;410.38;3.64;118.59;4.0;0;30.0;8.0;3.0;C22H18O8;0;0;14.0
DEXCLAMOL HYDROCHLORIDE;0;383.96;4.45;23.47;1.0;0;26.0;2.0;1.0;C24H30ClNO;0;0;10.0
POLYOZELLIN;0;438.34;4.16;159.8;2.0;0;32.0;10.0;4.0;C22H14O10;0;0;16.0
ROXOLONIUM METILSULFATE;0;693.99;7.11;63.6;3.0;0;42.0;5.0;1.0;C38H63NO8S;0;0;8.0
TAMPRAMINE FUMARATE;0;472.55;4.65;31.73;5.0;0;27.0;4.0;0.0;C27H28N4O4;1;0;16.0
CLAMIDOXIC ACID;0;340.16;3.71;75.63;5.0;0;22.0;5.0;2.0;C15H11Cl2NO4;0;1;10.0
PARGOLOL;0;277.36;1.83;50.72;7.0;0;20.0;4.0;2.0;C16H23NO3;1;0;6.0
AMIFLAMINE;0;192.31;1.95;29.26;3.0;0;14.0;2.0;2.0;C12H20N2;1;0;4.0
ETINTIDINE HYDROCHLORIDE;0;312.83;0.6;88.89;6.0;0;19.0;6.0;3.0;C12H17ClN6S;0;0;7.0
CIANOPRAMINE;0;305.43;3.75;30.27;4.0;0;23.0;3.0;0.0;C20H23N3;1;0;11.0
Copper complex;0;335.95;-1.000358783919423;81.3;0.0;0;11.0;5.0;1.0;C9H16CuN6S2+2;0;0;5.0
TAUROCHENODEOXYCHOLATE SULFATE;0;579.78;3.22;167.3;9.0;0;38.0;10.0;4.0;C26H45NO9S2;0;1;5.0
MILBEMYCIN A3;0;528.69;4.53;94.45;0.0;0;38.0;7.0;2.0;C31H44O7;0;0;10.0
FEPROSIDNINE;0;203.25;2.45;53.71;3.0;0;15.0;4.0;1.0;C11H13N3O;0;0;7.0
PROXORPHAN TARTRATE;0;748.91;2.71;32.7;2.0;0;22.0;3.0;1.0;C42H56N2O10;1;0;16.0
DALBRAMINOL;0;318.42;1.48;71.34;9.0;0;23.0;6.0;3.0;C17H26N4O2;1;0;7.0
ATROLACTAMIDE;0;165.19;0.38;63.32;2.0;0;12.0;3.0;3.0;C9H11NO2;0;0;5.0
FOSFRUCTOSE TRISODIUM;0;550.18;-2.99;203.44;6.0;0;20.0;12.0;7.0;C6H27Na3O20P2;0;1;0.0
LOTIFAZOLE;0;351.64;4.73;51.22;3.0;0;20.0;4.0;1.0;C12H9Cl3N2O2S;0;0;8.0
(-)-U-50488 CHLORIDE;0;405.8;4.4;23.55;4.0;0;24.0;3.0;0.0;C19H27Cl3N2O;1;0;6.0
DROCINONIDE;0;438.54;2.72;93.06;2.0;0;31.0;6.0;2.0;C24H35FO6;0;0;7.0
AVARONE;0;312.45;4.81;34.14;2.0;0;23.0;2.0;0.0;C21H28O2;0;0;8.0
METHYLHYDRAZINE;0;46.07;-0.92;38.05;0.0;0;3.0;2.0;3.0;CH6N2;0;0;0.0
TRIPTOQUINONE C;0;344.45;2.75;74.6;2.0;0;25.0;4.0;2.0;C21H28O4;0;0;8.0
DUBERMATINIB TARTRATE;0;816.24;3.61;93.7;8.0;0;35.0;9.0;2.0;C32H42ClN7O14S;0;0;15.0
LUCIDENIC ACID C;0;476.61;2.9;132.13;4.0;0;34.0;7.0;4.0;C27H40O7;0;1;8.0
DEMETHOXYDEACETOXYPSEUDOLARIC ACID B;0;376.41;2.21;121.13;4.0;0;27.0;7.0;3.0;C20H24O7;0;1;9.0
FORMIC ACID;0;46.03;-0.3;37.3;0.0;0;3.0;2.0;1.0;CH2O2;0;1;1.0
OXAMYL;0;219.27;0.11;71.0;1.0;0;14.0;6.0;1.0;C7H13N3O3S;0;0;3.0
CHONDROPSIN D;0;1588.97;2.027368407241286;490.0;29.0;0;112.0;26.0;16.0;C83H133N3O26;0;0;19.0
HOLOMYCIN;0;214.27;1.56;61.96;1.0;0;13.0;4.0;2.0;C7H6N2O2S2;0;0;6.0
DICOBALT EDETATE;4;406.08;-1.20114250119308;167.0;7.0;0;22.0;10.0;0.0;C10H12Co2N2O8;0;0;6.0
IMURACETAM;0;254.29;-0.55;81.75;4.0;0;18.0;7.0;2.0;C11H18N4O3;0;0;5.0
DIBROMOMETHANE;0;173.83;1.73;0.0;0.0;0;3.0;0.0;0.0;CH2Br2;0;0;0.0
AURASPERONE A;0;570.55;5.94;137.8;5.0;0;42.0;10.0;2.0;C32H26O10;0;1;20.0
FEXICAINE;0;426.56;4.38;51.24;12.0;0;31.0;6.0;0.0;C25H34N2O4;0;0;10.0
TILIDINE HYDROCHLORIDE;0;309.84;2.77;29.54;4.0;0;20.0;3.0;0.0;C17H24ClNO2;1;0;6.0
STRYCHNINE GLYCEROPHOSPHATE;0;506.49;2.09;32.78;0.0;0;25.0;4.0;0.0;C24H31N2O8P;1;0;10.5
CIAPILOME;0;178.15;-0.8;87.78;1.0;0;13.0;6.0;1.0;C7H6N4O2;0;0;7.0
MORFOREX;0;248.37;1.54;24.5;6.0;0;18.0;3.0;1.0;C15H24N2O;1;0;5.0
FLINDERSINE;0;227.26;3.12;42.35;0.0;0;17.0;3.0;1.0;C14H13NO2;0;0;9.0
Fe (II) complex;0;455.34;2.919363637696889;129.0;8.0;0;37.0;10.0;0.0;C15H21FeN5O4S2+2;0;0;8.0
tricyclohexylstannyl 4-tert-butylbenzoate;0;545.4;5.594416634431093;26.3;7.0;0;32.0;2.0;0.0;C29H46O2Sn;0;0;7.0
CINTAZONE;0;346.43;4.38;40.62;5.0;0;26.0;4.0;0.0;C22H22N2O2;0;1;13.0
IOLOPRIDE (123I);0;400.25;2.22;61.8;5.0;0;21.0;5.0;2.0;C15H21IN2O3;1;0;6.0
(-)-OUDEMANSIN B;0;354.83;3.72;53.99;8.0;0;24.0;5.0;0.0;C18H23ClO5;0;0;7.0
ALUMINUM ACETATE;4;204.11;-2.847428574643166;120.0;0.0;0;13.0;6.0;0.0;C6H9AlO6;0;0;2.5
2-(PHENOXYMETHYL)BENZOTHIAZOLE;0;241.31;3.88;22.12;3.0;0;17.0;2.0;0.0;C14H11NOS;0;0;10.0
ARGENTINIC ACID A METHYL ESTER;0;616.88;6.8;102.29;10.0;0;44.0;7.0;2.0;C37H60O7;0;0;8.0
BENCYCLANE FUMARATE;0;405.54;4.29;12.47;7.0;0;21.0;2.0;0.0;C23H35NO5;1;0;7.0
TEBATIZOLE;0;239.39;2.19;19.37;1.0;0;16.0;3.0;0.0;C12H21N3S;0;0;4.0
REVERSE TRIIODOTHYRONINE(RT3) SULFATE;0;749.06;3.95;92.78;5.0;0;23.0;5.0;4.0;C15H14I3NO8S;1;1;8.0
TRIGONOSTEMINE C;0;357.37;4.14;91.0;3.0;0;27.0;6.0;3.0;C21H15N3O3;0;1;16.0
DIBUTOLINE;0;273.44;3.12;29.54;10.0;0;19.0;4.0;0.0;C15H33N2O2+;1;0;1.0
TIPENTOSIN HYDROCHLORIDE;0;407.96;3.36;58.56;5.0;0;26.0;4.0;2.0;C21H26ClNO3S;1;0;9.0
SULFOSALICYLIC ACID;0;254.22;0.34;111.9;2.0;0;14.0;6.0;3.0;C7H10O8S;0;1;3.0
THYROMEDAN;0;735.14;5.73;48.0;10.0;0;29.0;5.0;0.0;C21H24I3NO4;1;0;9.0
CARBAZOCINE;0;320.48;4.64;19.03;2.0;0;24.0;2.0;1.0;C22H28N2;1;0;10.0
BALSAMINOL F;0;458.73;6.28;60.69;4.0;0;33.0;3.0;3.0;C30H50O3;0;0;6.0
BULGARIALACTONE D;0;454.52;3.37;110.13;8.0;0;33.0;7.0;2.0;C26H30O7;0;0;12.0
CHLOROAZODIN;0;183.0;0.38;101.48;0.0;0;10.0;6.0;4.0;C2H4Cl2N6;0;0;3.0
VALOFANE;0;226.23;0.08;98.49;3.0;0;16.0;6.0;3.0;C10H14N2O4;0;0;5.0
ASSAMSAPONINS A;0;1173.31;1.559077115429251;397.0;15.0;0;82.0;25.0;13.0;C57H88O25;0;0;14.0
IOTHALAMATE SODIUM I 131;0;647.9;2.52;95.5;3.0;0;20.0;6.0;3.0;C11H8I3N2NaO4;0;1;7.5
POUOSIDE I;0;718.93;5.04;169.05;14.0;0;51.0;11.0;4.0;C40H62O11;0;0;10.0
ASCORBYL GAMOLENATE;0;436.55;4.73;113.29;16.0;0;31.0;7.0;3.0;C24H36O7;0;1;7.0
AGANODINE;0;245.11;1.71;65.14;1.0;0;15.0;4.0;4.0;C9H10Cl2N4;1;0;6.0
4,5-Cl2P-BTEA;0;300.1;2.58;74.68;2.0;0;19.0;5.0;1.0;C12H7Cl2NO4;0;1;9.0
TRIGEVOLOL;0;420.46;0.92;132.5;14.0;0;30.0;9.0;5.0;C21H28N2O7;1;0;9.0
4',7-DIMETHOXY-5-HYDROXYGENISTEIN;0;298.29;3.18;68.9;3.0;0;22.0;5.0;1.0;C17H14O5;0;0;11.0
7-N-METHYLPSEUROTIN A;0;445.47;0.34;133.6;7.0;0;32.0;9.0;3.0;C23H27NO8;0;0;11.0
AMIGLUMIDE;0;440.58;5.01;86.71;14.0;0;32.0;6.0;2.0;C26H36N2O4;0;1;10.0
DICYCLOMINE HYDROCHLORIDE;4;345.96;4.4;29.54;7.0;0;22.0;3.0;0.0;C19H36ClNO2;1;0;2.0
BERKELEYDIONE;0;456.54;3.01;106.97;1.0;0;33.0;7.0;1.0;C26H32O7;0;0;11.0
ENFENAMIC ACID;0;241.29;3.04;49.33;5.0;0;18.0;3.0;2.0;C15H15NO2;0;1;9.0
GNAPHALIN;0;360.41;2.41;89.27;2.0;0;26.0;6.0;1.0;C20H24O6;0;0;9.0
1-allyloxy-2-ethoxybenzene;0;178.23;2.65;18.46;5.0;0;13.0;2.0;0.0;C11H14O2;0;0;5.0
KAMOLONOL;0;398.5;4.2;76.74;3.0;0;29.0;5.0;1.0;C24H30O5;0;0;10.0
NORSANGUININE;0;259.3;1.21;61.72;0.0;0;19.0;4.0;3.0;C15H17NO3;1;0;8.0
EFIPLADIB;0;746.16;9.77;88.4;14.0;0;50.0;6.0;2.0;C40H35Cl3N2O4S;0;1;23.0
STERIGMATOCYSTIN;0;324.29;3.01;78.13;1.0;0;24.0;6.0;1.0;C18H12O6;0;0;13.0
METHYLGEOPYXIN E;0;378.47;1.22;104.06;1.0;0;27.0;6.0;3.0;C21H30O6;0;0;7.0
PIPECURONIUM;4;602.91;3.63;59.08;4.0;0;43.0;8.0;0.0;C35H62N4O4+2;0;0;7.0
ARTOBILOXANTHONE;0;434.44;4.68;120.36;1.0;0;32.0;7.0;4.0;C25H22O7;0;0;15.0
BEAUVERIOLIDE III;0;487.64;2.89;113.6;8.0;0;35.0;8.0;3.0;C27H41N3O5;0;0;9.0
IRILIN D;0;316.27;2.29;120.36;2.0;0;23.0;7.0;4.0;C16H12O7;0;0;11.0
DEHYDROTRAMETENOLIC ACID;0;454.7;7.32;57.53;5.0;0;33.0;3.0;2.0;C30H46O3;0;1;8.0
ORTHOSIPHOL Y;0;448.51;1.87;127.2;3.0;0;32.0;8.0;2.0;C24H32O8;0;0;9.0
PENDOLMYCIN;0;369.51;3.13;68.36;4.0;0;27.0;5.0;3.0;C22H31N3O2;0;0;9.0
N-ACETYL-8-O-ACETYLDIONCOPHYLLINE A;0;461.56;5.61;65.07;4.0;0;34.0;6.0;0.0;C28H31NO5;0;0;14.0
2,4,5-TRICHLOROPHENOXYACETIC ACID, METHYL ESTER;0;269.51;3.2;35.53;3.0;0;15.0;3.0;0.0;C9H7Cl3O3;0;0;5.0
cycloaspeptide C;0;627.74;2.79;156.94;6.0;0;46.0;11.0;5.0;C35H41N5O6;0;0;18.0
4-HYDROXYBENZYL 2,5-DIHYDROXYBENZOATE;0;260.25;2.16;86.99;3.0;0;19.0;5.0;3.0;C14H12O5;0;0;9.0
BENZOTHIOPHENE;0;134.2;2.9;0.0;0.0;0;9.0;0.0;0.0;C8H6S;0;0;6.0
AUSTRALIFUNGINOL;0;410.55;2.94;115.06;9.0;0;29.0;6.0;4.0;C23H38O6;0;0;5.0
HYPARGENIN C;0;314.43;4.37;54.37;1.0;0;23.0;3.0;1.0;C20H26O3;0;0;8.0
SPIROAMANTADINE;0;321.42;2.76;3.24;0.0;0;15.0;1.0;0.0;C18H27NO4;1;0;6.0
4-NITRO-(4'-NITRO)CINNAMANILIDE;0;313.27;3.15;115.38;5.0;0;23.0;8.0;1.0;C15H11N3O5;0;0;12.0
GSK-2213727A;0;506.54;3.5;150.29;9.0;0;37.0;11.0;6.0;C25H27FN8O3;0;0;16.0
BROUSSONIN A;0;258.32;3.28;49.69;5.0;0;19.0;3.0;2.0;C16H18O3;0;0;8.0
7,8-Dihydropteroate;0;314.31;0.66;145.49;4.0;0;23.0;9.0;6.0;C14H14N6O3;0;1;11.0
SEVELAMER;4;149.62;2.1138169521785555;38.6;2.0;0;9.0;2.0;1.0;C6H12ClNO;0;0;1.0
TALAGLUMETAD HYDROCHLORIDE;0;292.72;-0.99;129.72;4.0;0;18.0;7.0;5.0;C11H17ClN2O5;0;1;4.0
CIBACRON BLUE;0;774.17;3.85;298.03;9.0;0;51.0;18.0;8.0;C29H20ClN7O11S3;0;1;23.0
METHYL SHOREATE;0;488.75;7.09;55.76;6.0;0;35.0;4.0;1.0;C31H52O4;0;0;6.0
DICYANAMIDE SODIUM SALT;0;89.03;-0.46;59.61;0.0;0;5.0;3.0;1.0;C2N3Na;0;0;4.5
PROCATEROL HYDROCHLORIDE;3;326.82;2.04;85.35;5.0;0;21.0;5.0;4.0;C16H23ClN2O3;1;0;6.0
ACANTHOIC ACID;0;302.46;5.21;37.3;2.0;0;22.0;2.0;1.0;C20H30O2;0;1;6.0
POUOSIDE H;0;708.89;2.84;200.28;13.0;0;50.0;12.0;6.0;C38H60O12;0;0;9.0
(-)-EVOFOLIN B;0;318.33;2.07;96.22;6.0;0;23.0;6.0;3.0;C17H18O6;0;0;9.0
PRIMARY ALCOHOL METABOLITE OF CELECOXIB;0;397.38;2.7;98.21;4.0;0;27.0;6.0;3.0;C17H14F3N3O3S;0;0;11.0
ALEXIDINE DIHYDROCHLORIDE;0;581.73;4.26;167.58;19.0;0;36.0;10.0;10.0;C26H58Cl2N10;1;0;2.0
MICROXINE;0;273.27;-1.04;129.97;4.0;0;18.0;9.0;3.0;C8H11N5O4S;0;1;6.0
PIPOTIAZINE;0;475.68;4.02;64.09;8.0;0;32.0;6.0;1.0;C24H33N3O3S2;1;0;10.0
LUMICHROME;0;242.24;0.78;91.5;0.0;0;18.0;6.0;2.0;C12H10N4O2;0;0;10.0
EXCELSIDE A;0;580.54;-3.83;240.36;9.0;0;40.0;16.0;7.0;C24H36O16;0;0;7.0
ANTIMYCIN A1;0;540.65;2.52;166.81;12.0;0;38.0;11.0;6.0;C27H44N2O9;0;0;7.0
4-METHOXYBENZOIC ACID ETHYL ESTER;0;180.2;1.87;35.53;3.0;0;13.0;3.0;0.0;C10H12O3;0;0;5.0
NIGRAGILLIN;0;208.31;1.33;32.34;2.0;0;15.0;3.0;1.0;C12H20N2O;0;0;4.0
DI-ISOPROPYL ISONICOTINAMIDE;0;206.29;2.34;33.2;3.0;0;15.0;3.0;0.0;C12H18N2O;0;0;5.0
AJUGASTERONE C;0;480.64;1.71;138.45;5.0;0;34.0;7.0;6.0;C27H44O7;0;0;6.0
PF-06821497;1;467.35;3.53;80.86;6.0;0;31.0;7.0;1.0;C22H24Cl2N2O5;0;0;11.0
PREDNISOLONE SODIUM SUCCINATE;0;482.51;1.97;138.2;6.0;0;33.0;8.0;3.0;C25H31NaO8;0;1;10.5
ERUCIC ACID;0;338.58;7.67;37.3;19.0;0;24.0;2.0;1.0;C22H42O2;0;1;2.0
EMERICELLAMIDE B;0;651.89;2.98;171.8;11.0;0;46.0;12.0;5.0;C34H61N5O7;0;0;7.0
PHENOXBENZIMID;0;341.37;4.51;47.36;2.0;0;26.0;5.0;0.0;C21H15N3O2;0;0;16.0
PYRIDAZINE;0;80.09;0.48;25.78;0.0;0;6.0;2.0;0.0;C4H4N2;0;0;4.0
APLYZANZINE A;0;743.17;5.91;54.04;13.0;0;35.0;6.0;1.0;C25H33Br4N3O3;1;0;9.0
TRICROZARIN B;0;280.23;0.99;102.29;3.0;0;20.0;7.0;2.0;C13H12O7;0;0;8.0
EXCAVATOLIDE D;0;522.55;0.72;158.19;3.0;0;37.0;11.0;2.0;C26H34O11;0;0;10.0
GLYCODEOXYCHOLATE;0;449.63;3.59;106.86;6.0;0;32.0;6.0;4.0;C26H43NO5;0;1;6.0
ZOLPIDEM TARTRATE;0;457.48;3.25;37.61;3.0;0;23.0;4.0;0.0;C23H27N3O7;0;0;12.0
TEFERIN;0;388.5;4.47;75.99;4.0;0;28.0;5.0;2.0;C23H32O5;0;0;8.0
ISATOIC ANHYDRIDE;0;123.16;0.76;46.25;1.0;0;9.0;2.0;3.0;C7H9NO;0;0;4.0
CARPESTEROL;0;562.84;8.29;63.6;8.0;0;41.0;4.0;1.0;C37H54O4;0;0;11.0
MICROPEPTIN 88Y;0;1085.22;2.0434568461253937;340.0;17.0;0;78.0;15.0;10.0;C55H72N8O15;0;0;24.0
Platinum complex;0;495.39;-3.920849216990794;103.0;5.0;0;10.0;5.0;2.0;C13H20N2O6Pt;0;0;5.0
KADSURANIN;0;400.47;4.49;55.38;4.0;0;29.0;6.0;0.0;C23H28O6;0;0;10.0
PUREALIN;0;883.19;3.55;205.77;13.0;0;45.0;14.0;7.0;C27H29Br4N7O7;1;0;15.0
PHENYLIODOUNDECYNOATE;0;384.26;5.11;26.3;9.0;0;20.0;2.0;0.0;C17H21IO2;0;0;7.0
AP-227;0;471.6;6.61;68.12;11.0;0;35.0;5.0;1.0;C30H33NO4;0;1;15.0
BREVENAL;0;656.9;6.48;103.68;9.0;0;47.0;8.0;2.0;C39H60O8;0;0;10.0
7-METHANESULFONYLOXYCOUMARIN;0;240.24;1.13;73.58;2.0;0;16.0;5.0;0.0;C10H8O5S;0;0;7.0
BROMODIOLONE;0;527.41;7.18;70.67;6.0;0;35.0;4.0;2.0;C30H23BrO4;0;1;19.0
ERYTHROCARPINE B;0;590.67;4.99;129.34;5.0;0;43.0;9.0;1.0;C34H38O9;0;0;16.0
CRAMBESCIDIN 800 TRIHYDROCHLORIDE;0;910.55;6.82;164.97;25.0;0;57.0;12.0;6.0;C45H83Cl3N6O6;1;0;6.0
O1-DEACETYLPERITASSINE A;0;868.84;1.72;265.64;8.0;0;62.0;20.0;1.0;C42H48N2O18;0;0;20.0
CHAULMOOGRIC ACID;0;280.45;5.72;37.3;13.0;0;20.0;2.0;1.0;C18H32O2;0;1;3.0
GAMENDAZOLE;0;415.2;5.51;55.12;4.0;0;27.0;4.0;1.0;C18H11Cl2F3N2O2;0;1;12.0
MEDICOSMINE;0;283.33;3.36;40.58;1.0;0;21.0;4.0;0.0;C17H17NO3;0;0;10.0
CONVOLUTAMINE I;0;473.05;4.07;24.5;8.0;0;20.0;3.0;1.0;C14H21Br3N2O;1;0;4.0
BUDMUNCHIAMINE A;0;452.77;5.15;38.82;10.0;0;32.0;5.0;1.0;C27H56N4O;1;0;2.0
14'-HYDROXYMITOXIN B;0;544.6;1.47;141.12;2.0;0;39.0;10.0;2.0;C29H36O10;0;0;12.0
2,4-DIHYDROXYBENZOIC ACID;0;154.12;0.8;77.76;1.0;0;11.0;4.0;3.0;C7H6O4;0;1;5.0
MULBERROFURAN G;0;562.57;7.1;132.75;2.0;0;42.0;8.0;5.0;C34H26O8;0;0;22.0
DEMETHYLREGELIN;0;470.69;6.27;74.6;1.0;0;34.0;4.0;2.0;C30H46O4;0;1;8.0
CATALPALACTONE;0;258.27;2.55;52.6;1.0;0;19.0;4.0;0.0;C15H14O4;0;0;9.0
HALAMINOL A ACETAMIDE;0;269.43;3.57;49.33;12.0;0;19.0;3.0;2.0;C16H31NO2;0;0;2.0
TOURNEFOLIC ACID B;0;312.28;3.18;107.22;2.0;0;23.0;6.0;4.0;C17H12O6;0;1;12.0
AMIPERONE;0;430.95;4.56;40.62;7.0;0;30.0;4.0;0.0;C24H28ClFN2O2;0;0;11.0
METHYL GANODERATE F;0;584.71;4.18;137.95;7.0;0;42.0;9.0;0.0;C33H44O9;0;0;12.0
UVARIDACANE B;0;336.39;4.05;52.6;7.0;0;25.0;4.0;0.0;C21H20O4;0;0;12.0
TYLOPHOVATINE C;0;425.48;2.93;77.46;4.0;0;31.0;7.0;1.0;C24H27NO6;0;0;12.0
MUSCARINE;0;174.26;0.23;29.46;2.0;0;12.0;3.0;1.0;C9H20NO2+;1;0;1.0
PYROPHEOPHORBIDE A;0;534.66;7.41;111.73;5.0;0;40.0;7.0;3.0;C33H34N4O3;0;1;19.0
INDELOXAZINE;0;231.29;1.62;30.49;3.0;0;17.0;3.0;1.0;C14H17NO2;0;0;7.0
DIHYDRO OCHRACEOLIDE A;0;454.7;6.54;46.53;0.0;0;33.0;3.0;1.0;C30H46O3;0;0;8.0
ABT-418;0;166.22;1.75;29.27;1.0;0;12.0;3.0;0.0;C9H14N2O;0;0;4.0
DIPHENYLACETIC ACID;0;212.25;2.9;37.3;3.0;0;16.0;2.0;1.0;C14H12O2;0;1;9.0
3-DEOXO-3beta-HYDROXYMEXICANOLIDE 16-ENOL ETHER;0;484.59;4.73;95.2;4.0;0;35.0;7.0;1.0;C28H36O7;0;0;11.0
CLAVATADINE C;0;463.13;1.02;129.66;6.0;0;24.0;8.0;5.0;C14H17Br2N5O3;1;0;8.0
ERYCIBENIN A;0;372.37;2.25;131.36;4.0;0;27.0;7.0;5.0;C20H20O7;0;0;11.0
SAUVEOLINE;0;327.38;2.87;62.16;2.0;0;24.0;5.0;2.0;C19H21NO4;0;0;10.0
BRYOSTATIN 18;0;808.96;3.87;213.81;4.0;0;57.0;15.0;4.0;C42H64O15;0;0;11.0
METHYL DCTP;0;467.16;-0.92;250.19;7.0;0;28.0;16.0;7.0;C9H16N3O13P3;0;1;3.5
GYROSANIN A;0;396.44;0.47;122.66;2.0;0;28.0;8.0;2.0;C20H28O8;0;0;7.0
BOLETININ B;0;322.49;4.07;60.69;12.0;0;23.0;3.0;3.0;C20H34O3;0;0;4.0
POLYDISCAMIDE D;0;1682.72;1.2095209381740215;602.0;35.0;0;116.0;22.0;16.0;C73H105BrN18O21S;0;0;30.0
BETULINIC ACID SULFATE;0;536.78;6.92;100.9;4.0;0;37.0;6.0;2.0;C30H48O6S;0;1;7.0
IKARUGAMYCIN;0;462.63;4.13;75.27;1.0;0;34.0;5.0;2.0;C29H38N2O3;0;0;12.0
RANOLAZINE HYDROCHLORIDE;0;500.47;2.31;74.27;9.0;0;31.0;7.0;2.0;C24H35Cl2N3O4;0;0;8.0
E232;0;264.25;3.06;20.23;1.0;0;13.0;1.0;1.0;C12H17NaO5;0;0;4.5
PHENYLBORONIC ACID;0;121.93;1.9018785839452512;40.5;1.0;0;9.0;2.0;2.0;C6H7BO2;0;0;3.5
